id,name,category,price,stock_count,ean_barcode,active,created_date
594,Boho Szafka nocna,Bedroom,454.02,17,4496410496704,1,2018-08-18
595,Szklany Lampka biurkowa naturalny L,Office,493.81,10,184186203032,1,2018-08-24
596,Bawełniany Stolik balkonowy,Balcony,298.33,246,836821444880,1,2018-08-27
597,Ekologiczny Talerz głęboki biały,Dining Room,597.88,279,7177546199246,0,2018-08-31
598,Drewniany Półka na buty,Hallway,23.25,117,2001867661005,1,2018-08-31
599,Drewniany Kubek na szczoteczki antracytowy M,Bathroom,661.47,480,5037314530386,1,2018-09-15
600,Bawełniany Pudełko kartonowe zielony,Storage,345.04,386,8733427086686,0,2018-09-17
601,Praktyczny Tabliczka korkowa kremowy,Office,350.87,214,3838065787591,1,2018-09-17
602,Boho Leżak ogrodowy,Garden,211.7,218,1850761087081,0,2018-09-23
603,Metalowy Wieszak na ręczniki brązowy S,Bathroom,725.88,406,1122528837506,1,2018-09-24
604,Elegancki Podkładka pod nadgarstek,Office,691.61,408,4930853686631,0,2018-09-28
605,Klasyczny Mobilne nad łóżeczko szary M,Nursery,841.64,115,276420865677,1,2018-10-12
606,Premium Ręcznik kąpielowy kremowy L,Bathroom,456.66,363,3624186236908,0,2018-10-19
607,Industrialny Teczka dokumentów czarny,Office,633.27,364,4692632967620,0,2018-10-29
608,Vintage Miska sałatkowa,Dining Room,823.34,306,7203859340157,0,2018-11-06
609,Boho Pompka do roweru granatowy XL,Garage,410.44,413,4523219416807,0,2018-11-10
610,Ceramiczny Kubek termiczny granatowy L,Kitchen,425.22,385,8205829582924,0,2018-11-21
611,Składany Serwetnik biały,Kitchen,416.29,490,6324241541523,0,2018-11-21
612,Metalowy Stojak wielofunkcyjny brązowy,Storage,727.24,458,5225013948841,0,2018-12-05
613,Minimalistyczny Kocyk dziecięcy naturalny S,Nursery,107.28,233,388608680344,1,2018-12-05
614,Klasyczny Pojemnik na detergent czarny M,Laundry Room,336.02,196,9092755719284,1,2018-12-05
615,Ceramiczny Wieszak za drzwi,Storage,629.43,229,2311127128521,1,2018-12-07
616,Klasyczny Zszywacz biurowy,Office,209.37,481,4465124189387,1,2018-12-15
617,Elegancki Organizer na zabawki biały,Nursery,72.62,213,4819807704600,1,2018-12-17
618,Kompaktowy Organizer do szuflady antracytowy,Storage,570.94,340,5888636774725,0,2018-12-22
619,Składany Mop z wiadrem,Garage,54.97,253,9748016245657,0,2018-12-26
620,Bawełniany Szufelka,Garage,833.55,4,6221224276772,1,2018-12-31
621,Dekoracyjny Mobilne nad łóżeczko czarny,Nursery,702.43,262,9178390847008,1,2019-01-04
622,Wielofunkcyjny Wieszak na rośliny,Balcony,138.51,326,2642506420760,0,2019-01-09
623,Boho Stojak na rowery,Garage,102.63,491,4170646255402,0,2019-01-17
624,Bawełniany Pojemnik na sezonowe ubrania szary M,Storage,722.32,118,448818984844,0,2019-01-20
625,Rustykały Zraszacz szary,Garden,286.86,345,7046226817155,0,2019-01-27
626,Praktyczny Wieszak na ręczniki,Bathroom,363.38,379,607159696643,0,2019-02-01
627,Luksusowy Segregator A4 granatowy,Office,735.39,78,6705514377696,0,2019-02-03
628,Szklany Nożyczki biurowe,Office,407.58,136,5499045301749,0,2019-02-04
629,Minimalistyczny Doniczka balkonowa beżowy,Balcony,677.19,20,1348087354371,0,2019-02-20
630,Skandynawski Cukiernica beżowy M,Dining Room,531.56,252,8861405786171,0,2019-02-21
631,Wielofunkcyjny Pudełko kartonowe,Storage,645.04,120,4558122362316,1,2019-02-22
632,Vintage Sitko kuchenne antracytowy S,Kitchen,741.05,295,278742967176,1,2019-02-28
633,Szklany Taśma izolacyjna,Garage,826.68,143,1034699673312,0,2019-03-01
634,Minimalistyczny Wieszak na rośliny,Balcony,516.7,423,2836929445510,0,2019-03-01
635,Kompaktowy Poduszka dla niemowląt,Nursery,645.06,97,4476263934363,0,2019-03-01
636,Składany Wiadro plastikowe brązowy,Garage,516.07,30,9133412328125,0,2019-03-01
637,Vintage Ramka na zdjęcia granatowy S,Living Room,704.04,68,8975267722335,0,2019-03-02
638,Stylowy Poduszka dekoracyjna,Living Room,621.22,255,1912602213216,1,2019-03-14
639,Minimalistyczny Suszarka ścienna biały S,Laundry Room,742.06,135,2620370878214,0,2019-03-19
640,Skandynawski Kubek na szczoteczki kremowy,Bathroom,621.85,101,7399205222991,0,2019-03-29
641,Skandynawski Pościel bawełniana,Bedroom,792.86,41,21946723242,1,2019-03-30
642,Industrialny Kinkiet ścienny czarny S,Hallway,292.18,159,8640104246243,1,2019-03-30
643,Kompaktowy Dywanik do pokoju dziecięcego granatowy L,Nursery,271.7,435,1709991738167,1,2019-04-08
644,Industrialny Dziurkacz beżowy M,Office,251.3,287,4219933083301,0,2019-04-09
645,Vintage Łopatka ogrodowa czarny,Garden,627.36,147,6807154516807,1,2019-04-09
646,Luksusowy Suszarka na pranie stojąca biały M,Laundry Room,343.32,41,3432406424291,1,2019-04-15
647,Szklany Taśma izolacyjna,Garage,184.04,240,1576605384443,1,2019-04-21
648,Stylowy Pojemnik tekstylny,Storage,774.22,6,3075622086357,0,2019-05-03
649,Bawełniany Kosz na brudne pranie kremowy XL,Laundry Room,249.74,477,4745245557464,1,2019-05-11
650,Dekoracyjny Pościel bawełniana brązowy,Bedroom,312.87,466,2132833898887,0,2019-05-12
651,Skandynawski Leżak ogrodowy szary,Garden,591.06,450,7734540193801,0,2019-05-17
652,Klasyczny Kosz na brudne pranie beżowy,Laundry Room,315.99,499,3315377959958,1,2019-05-23
653,Skandynawski Wieszak na biżuterię biały,Bedroom,405.43,63,8472304618496,0,2019-05-25
654,Ceramiczny Zamek do roweru czarny L,Garage,662.32,8,4290257252048,1,2019-05-30
655,Drewniany Taca do serwowania szary L,Dining Room,798.07,143,17882247317,0,2019-06-01
656,Elegancki Doniczka ceramiczna,Garden,664.1,73,6086982210532,0,2019-06-02
657,Drewniany Podkładka pod nadgarstek kremowy XL,Office,522.6,222,6734595764033,0,2019-06-11
658,Praktyczny Garnek ze stali nierdzewnej czarny,Kitchen,351.5,47,4038453198070,1,2019-06-12
659,Kompaktowy Mobilne nad łóżeczko czarny,Nursery,800.76,243,3715869886494,1,2019-07-01
660,Klasyczny Zasłony do salonu granatowy,Living Room,605.38,109,8299737631164,1,2019-07-02
661,Stylowy Zamek do roweru zielony,Garage,859.45,394,1091043006844,1,2019-07-02
662,Boho Mop z wiadrem beżowy,Garage,371.79,160,1113129014878,0,2019-07-06
663,Dekoracyjny Suszarka na pranie stojąca,Laundry Room,812.47,275,138759271256,1,2019-07-07
664,Szklany Wieszak na ubrania naturalny,Bedroom,513.42,395,7881914858078,0,2019-07-15
665,Kompaktowy Podkładka pod kubek naturalny M,Living Room,433.71,364,7701436349574,1,2019-07-18
666,Bawełniany Podstawka pod doniczkę,Garden,400.42,436,8052924075536,1,2019-07-20
667,Szklany Teczka dokumentów zielony M,Office,393.66,26,4085095493056,1,2019-08-04
668,Elegancki Organizer do szuflady szary,Storage,367.12,55,3303033467718,0,2019-08-06
669,Dekoracyjny Ramka na certyfikat beżowy S,Office,862.21,416,5050573976917,1,2019-08-07
670,Ceramiczny Figurka dekoracyjna,Living Room,92.07,478,428860505372,1,2019-08-13
671,Szklany Worek próżniowy,Storage,383.63,406,9711798089320,1,2019-08-18
672,Minimalistyczny Etykiety samoprzylepne,Storage,681.44,25,1476797643819,1,2019-08-23
673,Drewniany Podkładka pod nadgarstek granatowy,Office,664.31,177,6296575427869,1,2019-09-07
674,Ekologiczny Stojak na rowery antracytowy,Garage,829.14,57,6701450899353,0,2019-09-16
675,Industrialny Garnek ze stali nierdzewnej,Kitchen,528.64,494,7519102312117,0,2019-09-17
676,Ceramiczny Dzbanek do soku beżowy,Dining Room,154.97,65,5010587525686,0,2019-09-28
677,Skandynawski Pojemnik na detergent naturalny,Laundry Room,44.32,7,7126158388210,1,2019-10-02
678,Luksusowy Osłona balkonowa naturalny,Balcony,389.59,13,8213711842544,1,2019-10-14
679,Metalowy Organizer do szafy biały,Bedroom,840.69,263,6874034505411,1,2019-10-20
680,Ceramiczny Dywan do sypialni czarny,Bedroom,689.37,310,251762983340,1,2019-10-25
681,Rustykały Patelnia nieprzywierająca granatowy,Kitchen,832.0,56,7215622949382,0,2019-10-31
682,Ekologiczny Deska do prasowania,Laundry Room,221.96,47,9036890030101,0,2019-11-02
683,Vintage Kosz na zabawki kremowy,Nursery,706.44,120,7280512927665,0,2019-11-15
684,Luksusowy Chochla,Kitchen,607.85,216,5535590425971,0,2019-11-18
685,Szklany Szafka RTV,Living Room,640.13,64,4008427109470,1,2019-11-18
686,Vintage Dzbanek do soku czarny,Dining Room,626.07,341,5421406650449,0,2019-11-19
687,Luksusowy Grabie ogrodowe biały,Garden,415.76,85,9284222231058,0,2019-11-21
688,Ceramiczny Skrzynka na kwiaty granatowy XL,Balcony,337.28,157,900348645188,0,2019-12-04
689,Bawełniany Pojemnik plastikowy z pokrywką,Storage,403.28,243,3189397490964,0,2019-12-06
690,Boho Stojak na rowery,Garage,310.15,441,2594795074073,0,2019-12-08
691,Industrialny Wiadro plastikowe biały,Garage,658.1,409,1333872624739,0,2019-12-10
692,Minimalistyczny Nożyczki biurowe naturalny S,Office,331.34,75,6565045547810,0,2019-12-19
693,Vintage Narzuta na łóżko brązowy S,Bedroom,849.9,409,1359989897217,0,2019-12-20
694,Praktyczny Kosz dekoracyjny brązowy L,Living Room,458.0,280,4253646280558,0,2019-12-29
695,Rustykały Wycieraczka wejściowa brązowy L,Hallway,343.12,198,2394535461473,0,2019-12-29
696,Metalowy Fartuch kuchenny zielony M,Kitchen,447.92,73,8639174101194,1,2020-01-01
697,Kompaktowy Wieszak na ubrania,Bedroom,87.64,449,5768321021924,0,2020-01-03
698,Nowoczesny Doniczka balkonowa brązowy M,Balcony,330.34,131,8352680648600,1,2020-01-17
699,Dekoracyjny Wiadro plastikowe,Garage,645.71,270,695814671791,1,2020-01-21
700,Premium Kinkiet ścienny zielony,Hallway,630.26,123,4155999101576,1,2020-02-02
701,Klasyczny Lampka biurkowa beżowy,Office,112.82,462,6664505730363,0,2020-02-03
702,Luksusowy Miska sałatkowa czarny,Dining Room,189.71,338,7784858800618,1,2020-02-05
703,Kompaktowy Ściereczka kuchenna granatowy,Kitchen,236.4,343,5446083851798,0,2020-02-07
704,Ekologiczny Stolik balkonowy,Balcony,78.96,392,5564091969394,1,2020-02-11
705,Ekologiczny Blok na noże szary,Kitchen,540.81,294,6627828274228,1,2020-02-12
706,Skandynawski Pokrowiec na deskę szary S,Laundry Room,405.53,257,2749680491873,0,2020-02-18
707,Szklany Sekator czarny,Garden,470.78,467,8144739473123,0,2020-02-21
708,Skandynawski Stojak wielofunkcyjny,Storage,179.22,326,7913787655307,0,2020-02-28
709,Składany Pojemnik na chleb antracytowy,Kitchen,579.59,453,9649668349604,1,2020-02-29
710,Drewniany Organizer na narzędzia biały M,Garage,760.18,215,1123126163240,1,2020-02-29
711,Stylowy Pudełko kartonowe beżowy L,Storage,386.23,258,1054851017495,0,2020-03-01
712,Elegancki Miska do mieszania,Kitchen,333.08,432,1976093201268,1,2020-03-12
713,Minimalistyczny Solniczka i pieprzniczka,Dining Room,195.84,312,9129710248173,0,2020-03-14
714,Skandynawski Pudełko kartonowe,Storage,834.46,434,3267736026064,1,2020-03-16
715,Klasyczny Drążek do zasłony,Bathroom,603.62,429,9451016224996,0,2020-03-19
716,Metalowy Naklejki ścienne,Nursery,218.98,229,96873045194,1,2020-03-26
717,Ekologiczny Serwis obiadowy granatowy M,Dining Room,594.81,53,9520585277228,0,2020-04-07
718,Ceramiczny Stojak na rowery,Garage,465.85,472,4983922501427,1,2020-04-15
719,Drewniany Wieszak na ubrania naturalny S,Bedroom,74.41,150,5184894769733,1,2020-04-16
720,Metalowy Doniczka balkonowa granatowy M,Balcony,773.71,339,3774604067208,0,2020-04-16
721,Składany Taśma izolacyjna,Garage,631.33,174,4235116155948,0,2020-04-21
722,Szklany Organizer na zabawki,Nursery,457.96,213,5064630059376,1,2020-04-23
723,Kompaktowy Szafka RTV szary L,Living Room,190.64,366,7430271693855,1,2020-04-27
724,Luksusowy Komoda drewniana,Bedroom,229.07,255,1504165915203,0,2020-04-28
725,Ceramiczny Szczotka do włosów biały,Bathroom,706.97,206,6907826333739,1,2020-05-07
726,Stylowy Serwis obiadowy zielony,Dining Room,682.48,247,1824989808803,1,2020-05-10
727,Boho Mydelniczka,Bathroom,375.65,346,3794738347359,1,2020-05-10
728,Bawełniany Pojemnik na pieluchy,Nursery,194.23,236,7397327819525,0,2020-05-14
729,Industrialny Mata balkonowa szary,Balcony,247.67,348,7017320865236,1,2020-05-19
730,Składany Mata antypoślizgowa,Bathroom,739.44,406,7066149828243,1,2020-05-26
731,Luksusowy Sztućce ze stali antracytowy,Dining Room,801.2,279,4473647102769,1,2020-06-01
732,Luksusowy Kinkiet ścienny naturalny XL,Hallway,659.62,72,698042043941,0,2020-06-05
733,Stylowy Świecznik na stół zielony,Dining Room,249.18,128,9014954277075,0,2020-06-18
734,Dekoracyjny Klipsy do prania granatowy,Laundry Room,665.8,251,2870320320748,0,2020-06-23
735,Drewniany Koszyk na pieczywo szary S,Dining Room,506.16,384,3854540064452,1,2020-06-24
736,Vintage Wanna składana antracytowy,Bathroom,447.1,466,1224890567088,1,2020-06-25
737,Boho Dywan do salonu,Living Room,882.03,206,6614590110793,1,2020-06-25
738,Industrialny Deska do prasowania szary,Laundry Room,675.25,89,3285884247452,0,2020-07-03
739,Premium Stół ogrodowy beżowy,Garden,25.86,401,9074260880505,0,2020-07-16
740,Elegancki Ziemia do kwiatów granatowy,Garden,17.88,220,7318826170245,0,2020-07-22
741,Kompaktowy Parasol ogrodowy antracytowy,Garden,182.13,55,4644936999517,1,2020-08-01
742,Elegancki Pokrowiec na deskę,Laundry Room,516.67,241,1509688327533,0,2020-08-04
743,Metalowy Kosz na zabawki beżowy,Nursery,420.15,338,7392013546211,0,2020-08-16
744,Wielofunkcyjny Poduszka na krzesło balkonowe,Balcony,156.34,67,9907756085811,1,2020-08-16
745,Drewniany Pojemnik na pieluchy,Nursery,305.61,233,2076502412090,1,2020-08-17
746,Wielofunkcyjny Dywanik do przedpokoju czarny XL,Hallway,557.24,85,8685787255878,1,2020-08-17
747,Minimalistyczny Organizer pod umywalkę,Bathroom,80.36,143,1158488600805,0,2020-08-23
748,Klasyczny Parasol ogrodowy,Garden,776.5,443,369656666832,0,2020-08-26
749,Industrialny Mobilne nad łóżeczko,Nursery,105.05,109,4764907851580,1,2020-08-26
750,Boho Worek na delikatne pranie,Laundry Room,314.53,495,8841834374019,0,2020-08-28
751,Składany Zraszacz,Garden,505.42,440,4276246719785,1,2020-09-03
752,Stylowy Dywanik do pokoju dziecięcego czarny L,Nursery,519.21,144,8491025625880,1,2020-09-11
753,Metalowy Szafka na buty,Hallway,262.26,90,6078197543734,1,2020-09-11
754,Minimalistyczny Etykiety samoprzylepne biały,Storage,542.34,313,1872401078358,1,2020-09-17
755,Dekoracyjny Karmnik dla ptaków naturalny,Garden,318.62,320,8870715238676,1,2020-09-17
756,Industrialny Mata balkonowa zielony S,Balcony,94.7,109,7129387005163,0,2020-09-18
757,Industrialny Koc dekoracyjny szary,Living Room,402.24,467,9121416141505,0,2020-09-19
758,Boho Skrzynka na kwiaty brązowy,Balcony,277.24,281,5015569902356,1,2020-09-29
759,Wielofunkcyjny Cukiernica beżowy L,Dining Room,616.37,439,9162022328836,1,2020-10-10
760,Bambusowy Lustro stojące biały,Bedroom,144.92,168,6908776618303,1,2020-10-24
761,Ekologiczny Lampion ogrodowy antracytowy S,Garden,816.34,197,320203265090,1,2020-11-07
762,Ceramiczny Suszarka na pranie stojąca granatowy,Laundry Room,560.42,87,5298585672872,0,2020-11-08
763,Dekoracyjny Organizer do szuflady zielony L,Storage,584.98,167,7988774924247,0,2020-11-10
764,Klasyczny Roślinka sztuczna biały S,Living Room,628.08,383,7656360041257,1,2020-11-15
765,Elegancki Pojemnik na pieluchy kremowy M,Nursery,225.17,431,8314727601221,1,2020-11-17
766,Elegancki Organizer na klucze,Hallway,378.84,75,9991191485640,1,2020-11-21
767,Premium Parasol ogrodowy kremowy,Garden,313.12,177,7277382646093,0,2020-11-29
768,Vintage Suszarka na pranie,Bathroom,504.24,438,6322702672885,1,2020-11-30
769,Stylowy Pojemnik na narzędzia ogrodowe,Balcony,279.42,40,8095217558514,1,2020-11-30
770,Skandynawski Pojemnik plastikowy z pokrywką kremowy M,Storage,556.18,318,3056164840850,1,2020-12-01
771,Składany Organizer na biurko antracytowy,Office,516.78,426,6050166799847,0,2020-12-07
772,Składany Parasol ogrodowy zielony,Garden,356.62,394,9096705466884,0,2020-12-13
773,Drewniany Ziemia do kwiatów naturalny XL,Garden,81.2,3,5943897607400,0,2020-12-24
774,Ekologiczny Stojak na gazety brązowy,Living Room,457.96,156,2104478985628,1,2020-12-29
775,Wielofunkcyjny Wieszak na narzędzia antracytowy M,Garage,168.51,214,4969357824348,1,2020-12-29
776,Premium Pokrowiec na deskę,Laundry Room,630.49,154,9190586518509,1,2020-12-29
777,Kompaktowy Szafka RTV antracytowy XL,Living Room,557.16,21,7075504768162,1,2020-12-30
778,Ekologiczny Pokrowiec na deskę szary M,Laundry Room,293.01,377,5905992937844,0,2020-12-31
779,Drewniany Organizer pralniany kremowy M,Laundry Room,148.16,313,5786718153522,0,2021-01-03
780,Ceramiczny Solniczka i pieprzniczka granatowy,Dining Room,806.63,93,5347491627,1,2021-01-07
781,Ceramiczny Mata balkonowa biały,Balcony,542.95,200,2072662925081,0,2021-01-14
782,Szklany Organizer pralniany,Laundry Room,587.14,291,1073228360842,0,2021-01-18
783,Ekologiczny Kołdra letnia naturalny,Bedroom,20.97,211,6183982622447,1,2021-01-22
784,Boho Dziurkacz antracytowy,Office,27.25,25,8021442703122,0,2021-01-26
785,Vintage Worek próżniowy,Storage,568.41,326,9117911244216,0,2021-01-31
786,Stylowy Poduszka dekoracyjna biały L,Living Room,311.46,383,571219881921,1,2021-02-01
787,Lniany Taca do serwowania,Dining Room,636.61,12,962588576691,1,2021-02-16
788,Praktyczny Pojemnik na pieluchy szary S,Nursery,640.42,274,5193583749079,1,2021-02-24
789,Luksusowy Doniczka ceramiczna,Garden,67.41,137,164818804424,1,2021-03-07
790,Stylowy Dywan do sypialni zielony M,Bedroom,532.84,6,3091436391029,1,2021-03-09
791,Szklany Półka na buty,Hallway,729.93,123,1158760545763,1,2021-03-14
792,Rustykały Suszarka ścienna,Laundry Room,370.44,165,3060119875613,1,2021-03-25
793,Nowoczesny Suszarka ścienna brązowy M,Laundry Room,120.47,236,8522823052483,0,2021-03-27
794,Stylowy Regał na książki,Living Room,482.35,20,3736060148860,0,2021-04-03
795,Stylowy Tabliczka korkowa,Office,629.39,301,569659171351,1,2021-04-11
796,Elegancki Pojemnik na śruby kremowy XL,Garage,681.28,281,8687859964862,0,2021-04-14
797,Luksusowy Pojemnik na śruby kremowy M,Garage,479.42,485,4765704120091,0,2021-04-15
798,Industrialny Świecznik biały S,Living Room,320.29,445,679497567923,0,2021-04-28
799,Industrialny Stojak wielofunkcyjny czarny M,Storage,884.96,214,7024103865710,0,2021-05-03
800,Minimalistyczny Drążek do zasłony kremowy,Bathroom,57.51,362,4542185457058,1,2021-05-06
801,Luksusowy Donica ceramiczna szary,Living Room,348.59,39,9177987682992,1,2021-05-06
802,Boho Karafka szklana,Dining Room,274.06,495,980500978828,0,2021-05-23
803,Drewniany Forma do pieczenia granatowy L,Kitchen,792.36,195,3308334447049,1,2021-05-29
804,Nowoczesny Lampka nocna antracytowy M,Bedroom,289.14,24,8004635806886,0,2021-05-30
805,Drewniany Ochraniacz na materac,Bedroom,398.66,54,3696816453528,0,2021-06-13
806,Bambusowy Pojemnik plastikowy z pokrywką granatowy S,Storage,220.48,347,5690674471630,0,2021-06-20
807,Rustykały Organizer na klucze,Hallway,803.37,301,4278816580399,0,2021-07-13
808,Szklany Szczotka do zamiatania granatowy,Garage,565.46,117,5340018167780,1,2021-07-14
809,Drewniany Latarka ręczna,Garage,25.25,120,7638821458415,1,2021-08-02
810,Praktyczny Świeczka do ogrodu,Garden,359.61,240,1874960335828,1,2021-08-10
811,Klasyczny Ręcznik do rąk brązowy XL,Bathroom,864.16,386,5498227495450,0,2021-08-11
812,Praktyczny Dywanik do przedpokoju czarny,Hallway,477.31,47,4458220673232,0,2021-08-14
813,Klasyczny Zegar ścienny granatowy,Living Room,548.83,483,2439920116696,0,2021-08-18
814,Stylowy Lampka biurkowa zielony,Office,177.58,239,140052781059,1,2021-08-23
815,Metalowy Pojemnik na przyprawy naturalny S,Kitchen,129.01,428,1239204910603,0,2021-08-27
816,Skandynawski Suszarka na pranie stojąca antracytowy,Laundry Room,654.42,309,4695489952993,1,2021-08-28
817,Luksusowy Wieszak za drzwi zielony,Storage,129.15,244,3149864300981,0,2021-08-28
818,Premium Stojak wielofunkcyjny antracytowy,Storage,563.76,11,8726176072345,0,2021-08-30
819,Luksusowy Sztućce ze stali naturalny,Dining Room,863.92,120,5778811616202,0,2021-08-30
820,Industrialny Szczotka do WC granatowy S,Bathroom,716.05,372,1528547815066,0,2021-09-10
821,Drewniany Organizer na zabawki,Nursery,798.09,253,2872866041644,1,2021-09-20
822,Klasyczny Konewka plastikowa,Garden,366.62,37,9022941318694,0,2021-09-20
823,Ekologiczny Zszywacz biurowy brązowy M,Office,279.05,57,5031780782355,1,2021-09-29
824,Szklany Stolik kawowy zielony,Living Room,500.06,483,5477725228722,0,2021-10-02
825,Składany Stojak na parasole brązowy,Hallway,10.63,326,8620959351866,0,2021-10-03
826,Skandynawski Lampka nocna,Bedroom,899.78,411,3962746662157,0,2021-10-07
827,Kompaktowy Pojemnik na sezonowe ubrania,Storage,782.53,487,6442121461478,1,2021-10-08
828,Boho Pojemnik na narzędzia ogrodowe brązowy,Balcony,557.01,112,2727956878337,0,2021-10-14
829,Klasyczny Kołdra letnia,Bedroom,478.53,0,5932525002922,0,2021-10-21
830,Vintage Wieszak na płaszcze naturalny,Hallway,579.75,185,5423401636114,0,2021-10-22
831,Składany Nawóz do roślin beżowy,Garden,397.26,42,7071587964743,0,2021-10-31
832,Vintage Poduszka puchowa naturalny,Bedroom,65.71,28,1683113950012,1,2021-11-02
833,Wielofunkcyjny Kołdra letnia,Bedroom,694.38,392,6567661825129,1,2021-11-11
834,Vintage Pokrowiec na deskę,Laundry Room,336.05,310,1037170586507,1,2021-11-12
835,Industrialny Suszarka na pranie stojąca czarny,Laundry Room,85.14,260,671307351043,1,2021-11-26
836,Dekoracyjny Wieszak na płaszcze,Hallway,757.6,113,358929880853,0,2021-11-27
837,Składany Wieszak na płaszcze,Hallway,542.44,350,9657013290228,1,2021-12-01
838,Industrialny Pojemnik pod łóżko czarny S,Bedroom,764.93,183,8144914766071,0,2021-12-19
839,Luksusowy Lampa solarna brązowy L,Balcony,30.67,402,225999966360,0,2021-12-27
840,Klasyczny Nożyczki biurowe,Office,716.84,285,1934667665069,0,2021-12-30
841,Bawełniany Lustro wejściowe naturalny S,Hallway,533.79,160,9772168800532,1,2021-12-31
842,Drewniany Pojemnik plastikowy z pokrywką szary XL,Storage,414.67,248,6604641978571,1,2021-12-31
843,Ceramiczny Naklejki ścienne szary XL,Nursery,638.47,319,6996489971846,0,2022-01-02
844,Praktyczny Wanna składana beżowy,Bathroom,124.35,318,6184462671467,0,2022-01-08
845,Ceramiczny Dywan do sypialni brązowy S,Bedroom,179.1,425,1284033399778,0,2022-01-16
846,Stylowy Wieszak za drzwi szary S,Storage,653.23,149,3395275367499,1,2022-01-20
847,Elegancki Skrzynka na kwiaty,Balcony,689.04,333,2496718325821,0,2022-01-21
848,Ceramiczny Wazon szklany beżowy,Living Room,630.82,135,1759558720968,0,2022-01-24
849,Bawełniany Nawóz do roślin zielony,Garden,65.07,274,3665528993165,0,2022-01-27
850,Składany Konewka metalowa granatowy S,Garden,129.01,472,970026876814,0,2022-01-30
851,Elegancki Łopatka ogrodowa,Garden,141.54,348,8486899936071,1,2022-01-31
852,Metalowy Pojemnik plastikowy z pokrywką,Storage,703.49,298,7013712436589,1,2022-02-07
853,Minimalistyczny Świecznik antracytowy M,Living Room,454.89,486,1456083318195,1,2022-02-08
854,Ceramiczny Łopatka silikonowa,Kitchen,266.74,469,4913421388205,0,2022-02-09
855,Drewniany Obraz dekoracyjny,Living Room,285.91,149,2463104379683,1,2022-02-12
856,Industrialny Koszyk na dokumenty brązowy M,Office,137.4,266,9802714872710,1,2022-02-16
857,Dekoracyjny Koszyk na dokumenty kremowy,Office,785.12,496,2174596158655,1,2022-02-19
858,Klasyczny Organizer na klucze kremowy,Hallway,511.87,286,7406403910657,0,2022-02-20
859,Praktyczny Serwetnik zielony,Kitchen,338.76,228,477434902116,1,2022-02-22
860,Stylowy Stojak na gazety kremowy,Living Room,534.1,251,562608564112,0,2022-02-25
861,Dekoracyjny Serwetki lniane czarny,Dining Room,375.23,180,8685127652893,0,2022-03-05
862,Skandynawski Pojemnik plastikowy z pokrywką zielony L,Storage,422.51,293,9842673204412,0,2022-03-05
863,Nowoczesny Poduszka na krzesło balkonowe brązowy,Balcony,662.84,320,1108099693086,1,2022-03-11
864,Elegancki Miska do mieszania granatowy,Kitchen,893.93,288,7470002687647,1,2022-03-21
865,Elegancki Stolik balkonowy,Balcony,665.45,346,8196001338906,0,2022-03-23
866,Ceramiczny Garnek ze stali nierdzewnej,Kitchen,391.27,259,9411849135999,0,2022-03-27
867,Wielofunkcyjny Suszarka na pranie stojąca,Laundry Room,738.83,290,4388221145776,1,2022-03-29
868,Wielofunkcyjny Pojemnik na pieluchy,Nursery,710.83,383,9025561844420,0,2022-03-29
869,Minimalistyczny Serwetki lniane szary XL,Dining Room,789.57,411,9234268344144,1,2022-03-30
870,Nowoczesny Sekator antracytowy,Garden,196.66,407,1484685366498,1,2022-04-13
871,Drewniany Magnes na lodówkę granatowy M,Office,101.6,418,1581487696393,0,2022-04-16
872,Praktyczny Wieszak za drzwi czarny XL,Storage,737.96,469,9497089058366,1,2022-04-19
873,Bawełniany Worek na delikatne pranie granatowy M,Laundry Room,133.28,459,8040561299651,0,2022-04-27
874,Praktyczny Solniczka i pieprzniczka brązowy,Dining Room,147.72,292,529187683160,0,2022-04-28
875,Drewniany Karafka szklana,Dining Room,420.24,54,1307240787548,0,2022-05-06
876,Drewniany Organizer na biurko kremowy,Office,90.25,165,2111751868929,1,2022-05-06
877,Dekoracyjny Lampka nocna antracytowy XL,Bedroom,403.41,26,3482477109320,1,2022-05-10
878,Klasyczny Kosz na pranie granatowy,Bathroom,125.44,203,7111483753741,1,2022-05-15
879,Industrialny Pojemnik tekstylny beżowy S,Storage,514.23,5,1594463339993,1,2022-05-25
880,Boho Pojemnik na chleb granatowy S,Kitchen,53.79,107,5832863425561,0,2022-05-27
881,Elegancki Komoda drewniana naturalny L,Bedroom,482.15,155,2537337773126,1,2022-05-28
882,Premium Otwieracz do butelek kremowy M,Kitchen,310.75,387,6091779827084,0,2022-05-30
883,Nowoczesny Kubek na szczoteczki granatowy S,Bathroom,492.52,456,4225831323708,1,2022-06-05
884,Drewniany Poduszka dla niemowląt biały XL,Nursery,737.53,401,8718981312921,0,2022-06-11
885,Klasyczny Lampka nocna do pokoju dziecięcego beżowy,Nursery,446.03,381,2055543840468,0,2022-06-13
886,Bambusowy Donica ceramiczna,Living Room,751.58,112,3373204309772,1,2022-06-24
887,Składany Lustro łazienkowe beżowy,Bathroom,146.25,149,8132357071395,1,2022-06-28
888,Ceramiczny Pojemnik plastikowy z pokrywką,Storage,561.87,200,2291316708058,1,2022-07-01
889,Praktyczny Półka na buty,Hallway,418.58,410,9717751701667,0,2022-07-01
